href,id,contents,key,date,contents_order,hate,hate_categories,hate_degree,posititon
/bbs/Gossiping/M.1631059313.A.709.html,pttccbbs, 頭殼壞掉才打高端,bnt,114.137.186.208 09/08 08:03 ,1,1,,,
/bbs/Gossiping/M.1631015807.A.AEA.html,ljh093567347, 不要讓4％仔崩潰 快讓自家青年打BNT,bnt,    39.9.39.247 09/07 23:04 ,184,1,,,
/bbs/Gossiping/M.1631012536.A.D51.html,james732, 跟高端比起來算是垃圾,bnt,  118.163.83.72 09/07 19:02 ,4,1,,,
/bbs/Gossiping/M.1631012536.A.D51.html,hiphopmei, 爛死了哪比得上高端,bnt, 59.115.122.146 09/07 19:03 ,8,1,,,
/bbs/Gossiping/M.1630992814.A.6FF.html,ntu01, 除了高端 每支其實都不錯 非BNT不打都腦殘,bnt,   60.251.33.86 09/07 13:34 ,10,1,,,
/bbs/Gossiping/M.1630992814.A.6FF.html,nik351235, 除了高端 其他低端,bnt,220.135.135.179 09/07 13:43 ,55,1,,,
/bbs/Gossiping/M.1630992814.A.6FF.html,wcc, 跟國產科興疫苗比起來，都是拉基,bnt, 111.241.108.71 09/07 14:23 ,102,1,,,
/bbs/Gossiping/M.1630989753.A.BC6.html,zxcc, 無恥 證明政府除了高端 其他疫苗不是擋就是等著別人送 呵呵,bnt, 223.137.153.41 09/07 13:30 ,52,1,,,
/bbs/Gossiping/M.1630959264.A.B0C.html,gag565, 到貨了 偉大的官員跟商人先打 你各位一樣打高端,bnt,  49.216.41.127 09/07 06:35 ,23,1,,,
/bbs/Gossiping/M.1630959264.A.B0C.html,lindviorair, 廢物韭菜打的到BNT？,bnt,   111.71.52.57 09/07 09:01 ,82,1,,,
/bbs/Gossiping/M.1630940561.A.B8D.html,vv22hh, 科技肥宅都要打高端 懂嗎,bnt,   1.171.12.157 09/07 15:22 ,472,1,,,
/bbs/Gossiping/M.1630934739.A.9F0.html,oringe96, 讓817去搶吧，學生不是817又沒選票，高端干他們屁事,bnt,223.141.109.181 09/06 21:32 ,16,1,,,
/bbs/Gossiping/M.1630930133.A.872.html,gameforyou, 覺青會噴復必泰，說服自己打的是BNT,bnt,   49.217.129.2 09/06 20:40 ,8,1,,,
/bbs/Gossiping/M.1630925493.A.E35.html,jackycheny, 狗官們打高端->安全無虞,bnt,  1.163.177.215 09/06 18:54 ,5,1,,,
/bbs/Gossiping/M.1630924813.A.12B.html,qeon, 第九第十類的在哈嘍，再說CDC現在又打臉這政策擁護者大學生也可以打AZ喔！那為什麼BNT他們不用排隊？,bnt,   42.72.143.22 09/06 19:31 ,4,1,,,
/bbs/Gossiping/M.1630906316.A.5D9.html,mikezip, 如果817都不挑疫苗打高端應該真的夠,bnt,     1.200.74.2 09/06 13:50 ,16,1,,,
/bbs/Gossiping/M.1630904623.A.5CD.html,uligo, Bnt給青少年打真的是把郭董催貨的努力糟蹋,bnt, 118.163.58.205 09/06 13:21 ,70,1,,,
/bbs/Gossiping/M.1630900111.A.1C3.html,fkms, 晚了也不要了就是要大家打高端阿，智障政府,bnt,   49.216.13.54 09/06 17:54 ,300,1,,,
/bbs/Gossiping/M.1630894712.A.FE3.html,tino0705, 覺青看到BNT到貨，都不敢換FB大頭照,bnt,  27.246.36.101 09/06 10:50 ,471,1,,,
/bbs/Gossiping/M.1630851387.A.5BD.html,kakoiee, 打高端跟打科興一樣 共產狗,bnt, 114.137.17.183 09/06 09:31 ,27,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,aleny, 應該每個利委和狗官都應該打高端啊！,bnt,  111.71.212.64 09/04 11:30 ,39,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,bbs0840738, 她以為BNT跟爛貨高端一樣嗎,bnt,  114.42.92.111 09/04 11:47 ,187,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,best0811, 先關心妳家垃圾高端好嗎,bnt,  27.246.69.171 09/04 11:56 ,228,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,k47100014, 連817都不想打的高端垃圾，跟BNT比,bnt,  49.217.111.26 09/04 12:01 ,254,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,antigay44, 你馬的先把你家的高端打完 然後去大便啦 糙,bnt, 36.232.106.173 09/04 12:17 ,300,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,leeyeah, 去打妳的高端啦烙賽仔,bnt,   49.216.45.37 09/04 13:20 ,387,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,bowen5566, 先擔心高端打不打得完啦大便立委,bnt,   110.30.16.29 09/04 14:38 ,419,1,,,
/bbs/Gossiping/M.1630726068.A.B11.html,hsiao15165, 台灣只有買高端啦！其他不是都跟別人丐的嗎？,bnt,   42.72.250.39 09/05 01:01 ,463,1,,,
/bbs/Gossiping/M.1630663853.A.9D9.html,alamabarry, 會有邏輯智障說因為他只能打bnt所以優先我只能接受正妹D罩杯，就可以優先嗎,bnt,   61.61.77.190 09/03 18:29 ,18,1,,,
/bbs/Gossiping/M.1630649655.A.8D7.html,ghchen1978, 所以我說打高端的最好再檢查一下智商，可能副作用導致智商又下降了,bnt,  219.91.23.233 09/03 14:16 ,5,1,,,
/bbs/Gossiping/M.1630646187.A.EA0.html,herikocat, 就放屁想固票 不然20-30全給最好的高端,bnt, 61.216.176.118 09/03 14:16 ,40,1,,,
/bbs/Gossiping/M.1630645197.A.624.html,kaz, 看電視真的狂黑bnt 垃圾媒體,bnt,223.136.120.190 09/03 13:04 ,13,1,,,
/bbs/Gossiping/M.1630637335.A.A47.html,cir610e09, 講屁話 先打老人家長又要出來靠北12-18只能打BNT 先給他們很正常,bnt, 49.216.236.147 09/03 13:14 ,387,1,,,
/bbs/Gossiping/M.1630636924.A.967.html,frost7321, 垃圾新聞 都打滿bnt了 誰來做三期?,bnt, 111.241.129.23 09/03 10:45 ,12,1,,,
/bbs/Gossiping/M.1630629956.A.AB1.html,moon0617, 垃圾標題，最後來個莫德納更低，AZ也不,bnt,   39.11.133.12 09/03 09:24 ,182,1,,,
/bbs/Gossiping/M.1630629956.A.AB1.html,f396761440, 所以bnt還是贏moderna阿什麼爛標題,bnt,      27.52.3.0 09/03 09:24 ,183,1,,,
/bbs/Gossiping/M.1630629956.A.AB1.html,mysterydream, 再爛都比高端好,bnt,    1.162.32.61 09/03 14:13 ,374,1,,,
/bbs/Gossiping/M.1630629956.A.AB1.html,godchildtw, 政府還不繼續買郭董幫牽線好3000萬劑莫產量不足，AZ不知何時到貨BNT不買就是不買，為高端無腦護航,bnt,  60.251.96.130 09/03 16:01 ,389,1,,,
/bbs/Gossiping/M.1630594964.A.B61.html,koromo1991, 樓上覺青想打BNT不想打高端齁,bnt, 114.136.144.34 09/02 23:12 ,20,1,,,
/bbs/Gossiping/M.1630588870.A.5F3.html,tsaodin0220, 台派賤畜不爽打不要打啊 滾去打高端,bnt,  36.224.32.110 09/02 21:58 ,251,1,,,
/bbs/Gossiping/M.1630588870.A.5F3.html,Drink43, 我說啊不是要高端？他們回我高你G8啦,bnt,223.136.167.248 09/02 22:06 ,297,1,,,
/bbs/Gossiping/M.1630587557.A.736.html,ljm87, 817還不出來拒打  挺高端,bnt,101.136.211.153 09/02 21:05 ,32,1,,,
/bbs/Gossiping/M.1630577988.A.BA7.html,q5h67z, 817打高端，bnt干你屁事啊,bnt,123.193.180.159 09/02 19:04 ,60,1,,,
/bbs/Gossiping/M.1630575846.A.ECD.html,antineutrino, 817千萬不要打bnt中國疫苗啊,bnt, 111.83.166.201 09/02 17:59 ,39,1,,,
/bbs/Gossiping/M.1630566845.A.AAA.html,DustToDust, 我跟蟑螂的上級反映一下 高端是大便,bnt,  61.224.23.238 09/02 15:24 ,143,1,,,
/bbs/Gossiping/M.1630566845.A.AAA.html,buneng, 以上這些智障，都曾放棄過az的機會,bnt,  42.74.252.126 09/02 15:24 ,150,1,,,
/bbs/Gossiping/M.1630561557.A.E37.html,jinsky, 4趴仔跟9.2罵AZ又偷打AZ就會比較少嗎？,bnt,    1.200.91.47 09/02 13:53 ,6,1,,,
/bbs/Gossiping/M.1630559925.A.17C.html,vow70, 處處刁難阻擋民間採購BNT，現在還厚著臉皮,bnt,  207.244.71.80 09/02 13:39 ,193,1,,,
/bbs/Gossiping/M.1630559925.A.17C.html,sheep922420, 那麼肥 難怪不打高端,bnt,  1.172.107.253 09/02 13:44 ,216,1,,,
/bbs/Gossiping/M.1630557059.A.53E.html,pandayaya, 為何會包含台灣不就去問原廠為何授權？台灣某些巨嬰真的不要丟台灣人臉好嗎==就算因政治買不了BNT如果政府有做其他備案會需要企業出頭買？連訂足量都沒是要說什麼被擋出貨啦,bnt,  110.30.64.172 09/02 13:04 ,90,1,,,
/bbs/Gossiping/M.1630556027.A.F47.html,hitsukix, 這政府真的廢到哭 500萬高端頭痛囉,bnt,   39.8.163.212 09/02 12:15 ,12,1,,,
/bbs/Gossiping/M.1630551526.A.682.html,aGooDie, 817高端打起來！打高端愛台灣！打復必泰賣台背骨仔！,bnt, 110.54.165.151 09/02 11:02 ,2,1,,,
/bbs/Gossiping/M.1630551132.A.844.html,joan810817, 所以打BNT的你有什麼證據說是覺青,bnt,  36.230.139.97 09/02 10:54 ,13,1,,,
/bbs/Gossiping/M.1630546932.A.0FD.html,gn01693664, 覺青不准打，給我去打高端,bnt,    42.75.89.33 09/02 09:45 ,24,1,,,
/bbs/Gossiping/M.1630546932.A.0FD.html,scum5566, 所以高端都沒事??  幹你娘,bnt, 111.252.91.184 09/02 10:19 ,97,1,,,
/bbs/Gossiping/M.1630546193.A.5A8.html,firemothra, 817乖乖打高端,bnt,   114.40.68.19 09/02 09:32 ,10,1,,,
/bbs/Gossiping/M.1630545464.A.0BE.html,coffee112, 覺得疫苗買太多會浪費的政府嗎? 笑死人政府推高端 結果高官吱己都不敢打 乾,bnt,  1.174.214.248 09/02 09:47 ,161,1,,,
/bbs/Gossiping/M.1630545464.A.0BE.html,aGooDie, 817高端打起來，打高端愛台灣，打復必泰賣台背骨仔！,bnt, 110.54.165.247 09/02 09:55 ,176,1,,,
/bbs/Gossiping/M.1630545195.A.B55.html,e188920, 支持覺青拒打BNT護國運動,bnt, 223.137.191.95 09/02 09:37 ,21,1,,,
/bbs/Gossiping/M.1630542159.A.FD5.html,arceus, 復星投資bnt 郭董台積出錢出力造福人民台派覺青都跟米蟲一樣 一無是處,bnt,180.217.217.244 09/02 08:33 ,61,1,,,
/bbs/Gossiping/M.1630540090.A.00D.html,vancepeng, 可憐啊 拜託低能兒全部去打高端 拜託你們,bnt, 111.71.212.161 09/02 09:57 ,551,1,,,
/bbs/Gossiping/M.1630538432.A.625.html,meatbear, 一堆人想打莫德納打不到 政府無能放到要過期 還能說成人民不想打 真的...,bnt,   209.52.88.91 09/02 08:17 ,127,1,,,
/bbs/Gossiping/M.1630538432.A.625.html,like60955, 剩蟑士發現高端沒救了 開始蹭BNT,bnt,  27.246.134.42 09/02 10:43 ,170,1,,,
/bbs/Gossiping/M.1630518802.A.535.html,mimicwpe, 可憐韭菜，選高端吧XD,bnt,  223.137.66.70 09/02 02:26 ,37,1,,,
/bbs/Gossiping/M.1630518802.A.535.html,kazafso, 挑？高端沒保護力數據 AZ凝血不好功能的有血栓風險 這樣叫刁？一個國家搞到政府官員打了一堆莫德納 青壯年人民只剩AZ高端可以選叫刁？食藥署打了多少高端？為何不打國產疫苗？,bnt, 27.242.224.222 09/02 06:59 ,128,1,,,
/bbs/Gossiping/M.1630518802.A.535.html,ajemtw, 政府是垃圾，跟垃圾對賭不選AZ的是智障,bnt,  134.73.239.70 09/02 09:55 ,190,1,,,
/bbs/Gossiping/M.1630515238.A.C5F.html,j198811, 你才智障，你不打你的事，不用貶低那些有打高端的,bnt, 114.137.44.185 09/02 08:51 ,225,1,,,
/bbs/Gossiping/M.1630515238.A.C5F.html,Justine1937, 我真的不知道政府為什麼要作賤自己一開始不買爆 Moderna & AZ 一定要把自己陷於買不買 BNT 的政治口水戰,bnt, 209.141.36.116 09/02 09:13 ,236,1,,,
/bbs/Gossiping/M.1630505925.A.C4F.html,maxboy06, 垃圾蟑螂去打你的高端別搶復必泰,bnt,  42.75.111.246 09/01 22:35 ,189,1,,,
/bbs/Gossiping/M.1630505925.A.C4F.html,impixels, 賤畜記得別打，打祖國科興,bnt, 218.161.58.159 09/02 01:46 ,615,1,,,
/bbs/Gossiping/M.1630505925.A.C4F.html,VitaminR, 笑死 一堆蟑螂崩潰 不要和我們搶BNT 廢,bnt,223.136.152.176 09/02 12:18 ,713,1,,,
/bbs/Gossiping/M.1630495078.A.F68.html,castjane, 噁bnt匪代理疫苗致死高也又沒效,bnt,   42.72.89.159 09/01 19:18 ,1,1,,,
/bbs/Gossiping/M.1630490806.A.89F.html,ymib, 韭菜乖乖打高端,bnt,180.217.251.120 09/01 18:13 ,7,1,,,
/bbs/Gossiping/M.1630487839.A.321.html,chinhan1216, 高端都沒人要打了 還在把那些垃圾當,bnt,223.137.184.182 09/01 17:22 ,17,1,,,
/bbs/Gossiping/M.1630483081.A.CE5.html,wald5566, 817打一下高端啦,bnt,223.136.167.106 09/01 19:50 ,130,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,EfiwymsiAros, 共三小 AZ我也沒打到啊,bnt,  223.136.19.33 09/01 15:22 ,67,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,iwanowsky, 供殺小 高端都開放到20歲了 第二類不混打？,bnt,  42.73.210.238 09/01 15:26 ,117,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,tpck, 怎麼不用高端或az去接 狗官,bnt,   111.71.21.30 09/01 15:31 ,158,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,chungkai, 畜牲    AZ，高端不會往下開嗎??,bnt,  118.169.6.131 09/01 15:57 ,320,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,abcde79961a, 翻譯：不打高端就是刁民,bnt,   49.216.89.66 09/01 16:03 ,334,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,ad21120903, 狗官：國外疫苗／?青壯年：高端,bnt,  114.35.84.240 09/01 16:11 ,360,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,fruitchinpo, 跟AZ有什麼關係，一直在說謊的狗官,bnt,  114.32.148.24 09/01 16:50 ,451,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,u987, 雞巴中你們都是鐵粉?菜，撐不住就打高端.,bnt, 114.136.208.44 09/01 17:30 ,502,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,Weky, 那大家都有高端啊 講什麼垃圾話,bnt,118.165.223.234 09/01 17:30 ,505,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,aertina, 操你的照年齡打BNT就好了啊,bnt, 114.137.245.52 09/01 18:03 ,540,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,justin81828, 拉機 幹你娘高端 高你覽趴,bnt,118.169.246.182 09/01 20:40 ,621,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,miuccina, 幹，到底是有多窮、不肯買BNT?,bnt,   110.26.70.37 09/01 21:56 ,644,1,,,
/bbs/Gossiping/M.1630480655.A.EA6.html,squarerinoa, 817都打高端一定夠啊，不會強制執行？時鐘一定長命百歲，禍害遺千年,bnt,  36.232.18.217 09/02 01:44 ,673,1,,,
/bbs/Gossiping/M.1630470292.A.387.html,coollfd, 高端拿不出保護力數據 第三世界當然不要,bnt,223.140.184.39 09/01 12:25 ,1,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,qk3380888, 高端怎麼可以跟這些垃圾擺一起,bnt, 49.216.221.212 09/01 12:28 ,48,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,hdotistyle, 四天王 高端？ 垃圾就不要拿出來了,bnt,   1.200.147.81 09/01 12:45 ,95,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,KKB, 天你媽 高端這種符水打信仰的,bnt, 36.229.157.242 09/01 12:51 ,105,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,wadadihaga, 其他三個垃圾好意思跟高端擺在一起？,bnt,  112.78.75.233 09/01 13:08 ,131,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,kiergh, 高端這種廢物也敢算喔 笑,bnt, 36.228.104.122 09/01 13:19 ,138,1,,,
/bbs/Gossiping/M.1630470035.A.25E.html,xhung, 垃圾高端是三小天王  垃圾,bnt,    42.73.85.77 09/01 14:13 ,165,1,,,
/bbs/Gossiping/M.1630463350.A.CA0.html,herikocat, 垃圾民進党輪到就去打 大學生怎不打高端 幹,bnt, 36.235.177.176 09/01 11:10 ,103,1,,,
/bbs/Gossiping/M.1630463350.A.CA0.html,ahlolha, 不用打垃圾高端當然開心 誰會不開心,bnt,   112.78.70.84 09/01 12:52 ,152,1,,,
/bbs/Gossiping/M.1630462426.A.9AA.html,ssh713, 所以蟑螂認證高端無效 所以警消醫護新進只,bnt,123.192.220.209 09/01 10:39 ,175,1,,,
/bbs/Gossiping/M.1630462426.A.9AA.html,DORAQMON, 高端為什麼不1~3類先打??????,bnt,111.240.125.191 09/01 11:15 ,291,1,,,
/bbs/Gossiping/M.1630462426.A.9AA.html,likecheese, az打年輕人有血栓風險 哪來的失智醫師,bnt, 36.234.122.184 09/01 11:29 ,321,1,,,
/bbs/Gossiping/M.1630462426.A.9AA.html,mayii1020, 該打高端的都去搶BNT了 剩下的韭菜乖乖,bnt,   211.22.55.44 09/01 11:50 ,368,1,,,
/bbs/Gossiping/M.1630462426.A.9AA.html,g3sg1, 臺產韭菜就該認分打高端 學什麼人打BNT,bnt,  114.37.17.221 09/01 13:20 ,517,1,,,
/bbs/Gossiping/M.1630460127.A.50F.html,guhong, 覺青以為BNT跟高端一樣需要重新開發嗎,bnt,   1.200.56.136 09/01 09:41 ,5,1,,,
/bbs/Gossiping/M.1630459594.A.E57.html,gay7788, 哪來的野雞疫苗，我只認高端,bnt,   61.219.191.4 09/01 09:27 ,7,1,,,
/bbs/Gossiping/M.1630459594.A.E57.html,Everforest, 覺青：BNT沒有獲得台灣推薦,bnt,  1.163.180.184 09/01 09:53 ,55,1,,,
/bbs/Gossiping/M.1630458785.A.5B4.html,tn907915, 有AZ不打怪我囉！幹你娘垃圾中屎,bnt,   39.11.41.179 09/01 09:54 ,63,1,,,
/bbs/Gossiping/M.1630456819.A.18E.html,jefg4, 高端放久了會壞，你們韭菜打完了，再買,bnt,  163.23.83.243 09/01 09:17 ,23,1,,,
/bbs/Gossiping/M.1630456577.A.198.html,ron0803, FDA是智障 給他藥證 圖利輝瑞喔,bnt,  27.53.153.127 09/01 12:12 ,11,1,,,
/bbs/Gossiping/M.1630455444.A.FBD.html,voyhanxu, 去打高端就好!韭菜是在思考什麼?,bnt, 223.141.172.78 09/01 09:00 ,59,1,,,
/bbs/Gossiping/M.1630453833.A.88C.html,mason710, 操你媽又來了 又在護航垃圾高端了,bnt,  49.216.223.41 09/01 07:51 ,10,1,,,
/bbs/Gossiping/M.1630453833.A.88C.html,zerowingtw, 這個狗官所說的話~全部都在護航高端,bnt,   61.31.104.61 09/01 08:17 ,236,1,,,
/bbs/Gossiping/M.1630453833.A.88C.html,scum5566, 你bnt買進來 放壞的會是垃圾國慘啦 幹,bnt, 111.252.91.184 09/01 08:39 ,359,1,,,
/bbs/Gossiping/M.1630453833.A.88C.html,jsont, 蟑螂鐘擔心高端股票吧,bnt,  42.75.166.185 09/01 18:58 ,756,1,,,
/bbs/Gossiping/M.1630453705.A.A3F.html,Saimmy, 打高端承擔風險？老闆承認高端是垃圾嗎,bnt,  101.9.132.129 09/01 10:51 ,77,1,,,
/bbs/Gossiping/M.1630444642.A.745.html,nikewang, 難怪二類的狗官們 莫德納打好打滿兩劑,bnt,  175.199.55.37 09/01 06:46 ,19,1,,,
/bbs/Gossiping/M.1630444642.A.745.html,slashlin, 有夠爛  高端屌打,bnt,  163.22.71.252 09/01 07:15 ,21,1,,,
/bbs/Gossiping/M.1630418727.A.045.html,linnom, 他媽的我不打高端其它都勾了，憑什麼我不能打,bnt, 124.11.186.252 08/31 22:51 ,99,1,,,
/bbs/Gossiping/M.1630418151.A.268.html,hsienmay, 以目前疫苗數就算打完az及莫德納排到第十類的也還有200萬多沒打 各何況第九類不能打az的垃圾政府可以在不要臉一點自己不買卡bnt又拿來顧票,bnt,  150.117.51.93 08/31 23:29 ,54,1,,,
/bbs/Gossiping/M.1630412313.A.E6E.html,houting, AZ都開放到幾歲了結果一堆賤畜還在跳針,bnt,  219.85.157.70 08/31 22:35 ,413,1,,,
/bbs/Gossiping/M.1630400837.A.C0C.html,liuedd, 高端證明就是垃圾,bnt, 111.248.29.241 08/31 17:41 ,23,1,,,
/bbs/Gossiping/M.1630399155.A.F11.html,drang, 賤民打高端就好 bnt 莫德納給第二類打就好,bnt, 111.82.124.174 08/31 18:33 ,55,1,,,
/bbs/Gossiping/M.1630396521.A.47D.html,dong80, 你他媽的這些連第二劑都不夠 護盤高端喔,bnt,   124.11.186.4 08/31 17:26 ,355,1,,,
/bbs/Gossiping/M.1630396521.A.47D.html,bluedon, 那為什麼第二類要優先打BNT阿，打高端阿,bnt, 111.241.139.52 08/31 19:29 ,563,1,,,
/bbs/Gossiping/M.1630395547.A.DAC.html,qoojo2002, 你他媽莫德納會準時到貨嗎廢物,bnt,  111.71.80.138 08/31 15:39 ,6,1,,,
/bbs/Gossiping/M.1630395547.A.DAC.html,kaeyo, 廢物 你以為人人都要打高端喔,bnt, 123.195.150.26 08/31 15:40 ,21,1,,,
/bbs/Gossiping/M.1630394714.A.3D6.html,rexyeah, 幹你娘一堆扯有AZ自己不打的，民主社會，我叫你吃屎你自己不吃的。,bnt,  106.1.226.110 08/31 16:32 ,125,1,,,
/bbs/Gossiping/M.1630394714.A.3D6.html,jerrylin, 有AZ還抱怨喔  不然去打高端台灣幾百萬人打AZ  偏要扯吃屎你最聰明你最厲害  買機票去美國打啊那麼高貴不凡  台灣的疫苗不值得給你打,bnt, 114.46.141.219 08/31 17:18 ,136,1,,,
/bbs/Gossiping/M.1630394502.A.6A8.html,jp1203, 既然過了FDA藥證 郭應該去爭取台灣藥證引進3000萬劑來賣我們窮人就繼續排政府的莫德納次世代疫苗,bnt,106.107.218.236 08/31 17:56 ,39,1,,,
/bbs/Gossiping/M.1630394493.A.328.html,mycity16, 「只能打AZ」真的好可憐哦，這什麼爛疫苗呀,bnt,223.136.194.134 08/31 15:23 ,3,1,,,
/bbs/Gossiping/M.1630393786.A.73A.html,aigret, 垃圾人講垃圾話 自己還死不打高端,bnt,  42.77.132.228 08/31 16:51 ,224,1,,,
/bbs/Gossiping/M.1630392655.A.793.html,hohohoha, 只有BNT準時到貨 噁爛政府吃屎吧,bnt,218.173.156.124 08/31 15:02 ,52,1,,,
/bbs/Gossiping/M.1630391006.A.A61.html,michael54, 第十類沒選AZ就一直沒得打，幹他媽的上班風險比較低，去你媽的冥進洞,bnt,125.227.138.175 08/31 14:29 ,18,1,,,
/bbs/Gossiping/M.1630390962.A.DB0.html,hanlovangel, 我要打bnt 腦弱才去抗議要打高端,bnt,180.177.242.173 08/31 14:27 ,20,1,,,
/bbs/Gossiping/M.1630390962.A.DB0.html,Boyzone, 打AZ本來就是命賤不得已,bnt,223.137.175.213 08/31 14:29 ,27,1,,,
/bbs/Gossiping/M.1630390962.A.DB0.html,ssh713, 低能覺青挺高端卻打復辟太 噁心,bnt,123.192.220.209 08/31 14:31 ,32,1,,,
/bbs/Gossiping/M.1630390392.A.CF3.html,Diaw0803, 幹...這些都817的 結果強打BNT,bnt,   117.56.81.42 08/31 14:14 ,13,1,,,
/bbs/Gossiping/M.1630390392.A.CF3.html,Boyzone, 把果凍的BNT給817幼苗打 可笑,bnt,223.137.175.213 08/31 14:14 ,30,1,,,
/bbs/Gossiping/M.1630390392.A.CF3.html,ahone10, 繼續弄沒關係，高端放給你爛，操,bnt,    1.168.53.91 08/31 14:24 ,183,1,,,
/bbs/Gossiping/M.1630390392.A.CF3.html,LoliCar, 操 上班族繼續單吊高端 操妳妹幹,bnt,  49.216.50.172 08/31 14:31 ,229,1,,,
/bbs/Gossiping/M.1630390392.A.CF3.html,ma54092, 北七政府 學生為什麼不打高端???,bnt,  61.223.57.135 08/31 15:02 ,354,1,,,
/bbs/Gossiping/M.1630384328.A.FE7.html,t1329kimo, 當初那些謝謝牛津什麼AZ博士的低能畜牲都消失了  然後突然冒出一堆感嘆加,bnt,  27.247.97.156 08/31 12:45 ,136,1,,,
/bbs/Gossiping/M.1630384328.A.FE7.html,smallz, 幹你娘817快去打高端啦,bnt,  111.71.105.92 08/31 14:51 ,426,1,,,
/bbs/Gossiping/M.1630384328.A.FE7.html,BreezeMaple, 在高端面前 其他疫苗都是垃圾,bnt,  114.39.181.75 08/31 15:01 ,435,1,,,
/bbs/Gossiping/M.1630384328.A.FE7.html,rosydark, 幹你媽第二類還不是解壓縮排BNT,bnt,    27.51.8.146 08/31 15:33 ,449,1,,,
/bbs/Gossiping/M.1630384328.A.FE7.html,DEAKUNE, ？ 高端給韭菜就夠啦,bnt,      39.12.9.1 08/31 16:13 ,470,1,,,
/bbs/Gossiping/M.1630383127.A.534.html,laukun, 低調，看顧麵桶az戰隊打啥就知好康,bnt,223.139.236.141 08/31 12:19 ,2,1,,,
/bbs/Gossiping/M.1630383113.A.A6B.html,fruitchinpo, 蟑螂連預約高端都會爽約呢，身體才是最誠實滴,bnt,  114.32.148.24 08/31 12:30 ,7,1,,,
/bbs/Gossiping/M.1630381350.A.226.html,niou, 有了BNT誰要打高端,bnt,  1.175.135.160 08/31 19:56 ,218,1,,,
/bbs/Gossiping/M.1630380360.A.953.html,nikewang, 結果陳時中那垃圾說只要200萬劑BNT,bnt,  210.126.7.240 08/31 11:32 ,88,1,,,
/bbs/Gossiping/M.1630379652.A.DFE.html,xup654z, 駐德代表不積極跟BNT接洽，整天臭幹政敵！？槓你娘親真好當！,bnt,  223.136.151.6 08/31 15:38 ,871,1,,,
/bbs/Gossiping/M.1630376401.A.5D3.html,kenclyde, 乞討方式有比較好嗎?當初超買BNT不就好,bnt,  111.255.85.95 08/31 11:07 ,200,1,,,
/bbs/Gossiping/M.1630372099.A.4FD.html,ebeta, 說BNT爛結果2類狗官搶打，笑死,bnt,   42.73.54.166 08/31 09:12 ,8,1,,,
/bbs/Gossiping/M.1630371344.A.04E.html,edwinrw, 第2類強制打最好的高端，bnt留給低端人口,bnt,     1.200.1.63 08/31 09:06 ,81,1,,,
/bbs/Gossiping/M.1630360410.A.89B.html,KG2008, 等二類解壓縮打完bnt 剩下的韭菜打高端進那麼多要幹嘛,bnt,  114.46.224.30 08/31 07:07 ,28,1,,,
/bbs/Gossiping/M.1630311305.A.5F0.html,rabbit83035, 第二類一直優先 怎麼不是優先打高端,bnt,122.116.175.110 08/30 16:24 ,113,1,,,
/bbs/Gossiping/M.1630311305.A.5F0.html,tyler11342, 第二類怎不打高端 幹,bnt,101.136.229.140 08/30 16:27 ,148,1,,,
/bbs/Gossiping/M.1630311305.A.5F0.html,jil, 讓那些人去打高端不行嗎 硬要讓韭菜測試高端,bnt,   1.170.50.229 08/30 16:53 ,321,1,,,
/bbs/Gossiping/M.1630308110.A.E45.html,gay7788, 不要跟我說高端蛤，第二類都不打的垃圾,bnt, 211.75.137.244 08/30 15:29 ,49,1,,,
/bbs/Gossiping/M.1630308110.A.E45.html,Kobelephants, 817不打高端就是叛國,bnt,   42.77.166.75 08/30 17:38 ,230,1,,,
/bbs/Gossiping/M.1630308110.A.E45.html,s175, 自己不打高端，要全面提升施打率，到底哪來的智障,bnt, 49.217.188.178 08/30 17:58 ,247,1,,,
/bbs/Gossiping/M.1630302690.A.8D3.html,mmchen, 817怎麼不去打高端,bnt, 110.28.133.249 08/30 14:06 ,62,1,,,
